"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Red Deer, Alberta [48830]","2021A003548830","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158555","55.2","","..","","","1"
"2019","Edmonton, Alberta [48835]","2021A003548835","Number of cybercrime incidents","Number","223","units","0","v116321156","41.1","2858","","","","0"
"2019","Edmonton, Alberta [48835]","2021A003548835","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321157","41.2","197.7","","","","1"
"2019","British Columbia [59]","2021A000259","Number of cybercrime incidents","Number","223","units","0","v116321158","42.1","10006","","","","0"
"2019","British Columbia [59]","2021A000259","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321159","42.2","195.8","","","","1"
"2019","Kelowna, British Columbia [59915]","2021A003559915","Number of cybercrime incidents","Number","223","units","0","v116321162","44.1","394","","","","0"
"2019","Kelowna, British Columbia [59915]","2021A003559915","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321163","44.2","179.6","","","","1"
"2019","Kamloops, British Columbia [59925]","2021A003559925","Number of cybercrime incidents","Number","223","units","0","v1593158556","56.1","","..","","","0"
"2019","Kamloops, British Columbia [59925]","2021A003559925","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158557","56.2","","..","","","1"
"2019","Chilliwack, British Columbia [59930]","2021A003559930","Number of cybercrime incidents","Number","223","units","0","v1593158558","57.1","","..","","","0"
"2019","Chilliwack, British Columbia [59930]","2021A003559930","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158559","57.2","","..","","","1"
"2019","Abbotsford-Mission, British Columbia [59932]","2021A003559932","Number of cybercrime incidents","Number","223","units","0","v116321160","43.1","407","","","","0"
"2019","Abbotsford-Mission, British Columbia [59932]","2021A003559932","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321161","43.2","203.2","","","","1"
"2019","Vancouver, British Columbia [59933]","2021A003559933","Number of cybercrime incidents","Number","223","units","0","v116321164","45.1","6016","","","","0"
"2019","Vancouver, British Columbia [59933]","2021A003559933","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321165","45.2","221.5","","","","1"
"2019","Victoria, British Columbia [59935]","2021A003559935","Number of cybercrime incidents","Number","223","units","0","v116321166","46.1","736","","","","0"
"2019","Victoria, British Columbia [59935]","2021A003559935","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321167","46.2","182.0","","","","1"
"2019","Nanaimo, British Columbia [59938]","2021A003559938","Number of cybercrime incidents","Number","223","units","0","v1593158560","58.1","","..","","","0"
"2019","Nanaimo, British Columbia [59938]","2021A003559938","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158561","58.2","","..","","","1"
"2019","Yukon [60]","2021A000260","Number of cybercrime incidents","Number","223","units","0","v116321168","47.1","63","","","","0"
"2019","Yukon [60]","2021A000260","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321169","47.2","152.7","","","","1"
"2019","Northwest Territories [61]","2021A000261","Number of cybercrime incidents","Number","223","units","0","v116321170","48.1","59","","","","0"
"2019","Northwest Territories [61]","2021A000261","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321171","48.2","132.8","","","","1"
"2019","Nunavut [62]","2021A000262","Number of cybercrime incidents","Number","223","units","0","v116321172","49.1","30","","","","0"
"2019","Nunavut [62]","2021A000262","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321173","49.2","77.2","","","","1"
"2019","Canadian Forces Military Police","","Number of cybercrime incidents","Number","223","units","0","v1411953027","52.1","","..","","","0"
"2019","Canadian Forces Military Police","","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1411953028","52.2","","..","","","2"
"2020","Total police-reported cybercrime","","Number of cybercrime incidents","Number","223","units","0","v116321076","1.1","65141","","","","0"
"2020","Total police-reported cybercrime","","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321077","1.2","171.9","","","","1"
"2020","Total Non-Census metropolitan area","","Number of cybercrime incidents","Number","223","units","0","v116321078","2.1","14347","","","","0"
"2020","Total Non-Census metropolitan area","","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321079","2.2","134.5","","","","1"
"2020","Total Census metropolitan area","","Number of cybercrime incidents","Number","223","units","0","v116321080","3.1","50766","","","","0"
"2020","Total Census metropolitan area","","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321081","3.2","186.4","","","","1"
"2020","Newfoundland and Labrador [10]","2021A000210","Number of cybercrime incidents","Number","223","units","0","v116321082","4.1","760","","","","0"
"2020","Newfoundland and Labrador [10]","2021A000210","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321083","4.2","144.2","","","","1"
"2020","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Number of cybercrime incidents","Number","223","units","0","v116321084","5.1","129","","","","0"
"2020","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321085","5.2","60.4","","","","1"
"2020","Prince Edward Island [11]","2021A000211","Number of cybercrime incidents","Number","223","units","0","v116321086","6.1","204","","","","0"
"2020","Prince Edward Island [11]","2021A000211","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321087","6.2","128.4","","","","1"
"2020","Nova Scotia [12]","2021A000212","Number of cybercrime incidents","Number","223","units","0","v116321088","7.1","2978","","","","0"
"2020","Nova Scotia [12]","2021A000212","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321089","7.2","301.1","","","","1"
"2020","Halifax, Nova Scotia [12205]","2021A003512205","Number of cybercrime incidents","Number","223","units","0","v116321090","8.1","1394","","","","0"
"2020","Halifax, Nova Scotia [12205]","2021A003512205","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321091","8.2","310.5","","","","1"
"2020","New Brunswick [13]","2021A000213","Number of cybercrime incidents","Number","223","units","0","v116321092","9.1","1487","","","","0"
"2020","New Brunswick [13]","2021A000213","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321093","9.2","189.7","","","","1"
"2020","Moncton, New Brunswick [13305]","2021A003513305","Number of cybercrime incidents","Number","223","units","0","v116321094","10.1","287","","","","0"
"2020","Moncton, New Brunswick [13305]","2021A003513305","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321095","10.2","171.4","","","","1"
"2020","Saint John, New Brunswick [13310]","2021A003513310","Number of cybercrime incidents","Number","223","units","0","v116321096","11.1","179","","","","0"
"2020","Saint John, New Brunswick [13310]","2021A003513310","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321097","11.2","135.7","","","","1"
"2020","Fredericton, New Brunswick [13320]","2021A003513320","Number of cybercrime incidents","Number","223","units","0","v1593158550","53.1","","..","","","0"
"2020","Fredericton, New Brunswick [13320]","2021A003513320","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158551","53.2","","..","","","1"
"2020","Quebec [24]","2021A000224","Number of cybercrime incidents","Number","223","units","0","v116321098","12.1","6727","","","","0"
"2020","Quebec [24]","2021A000224","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321099","12.2","79.2","","","","1"
"2020","Saguenay, Quebec [24408]","2021A003524408","Number of cybercrime incidents","Number","223","units","0","v116321106","16.1","93","","","","0"
"2020","Saguenay, Quebec [24408]","2021A003524408","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321107","16.2","55.2","","","","1"
"2020","Québec, Quebec [24421]","2021A003524421","Number of cybercrime incidents","Number","223","units","0","v116321104","15.1","764","","","","0"
"2020","Québec, Quebec [24421]","2021A003524421","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321105","15.2","92.6","","","","1"
"2020","Sherbrooke, Quebec [24433]","2021A003524433","Number of cybercrime incidents","Number","223","units","0","v116321108","17.1","293","","","","0"
"2020","Sherbrooke, Quebec [24433]","2021A003524433","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321109","17.2","139.9","","","","1"
"2020","Trois-Rivières, Quebec [24442]","2021A003524442","Number of cybercrime incidents","Number","223","units","0","v116321110","18.1","283","","","","0"
"2020","Trois-Rivières, Quebec [24442]","2021A003524442","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321111","18.2","177.3","","","","1"
"2020","Drummondville, Quebec [24447]","2021A003524447","Number of cybercrime incidents","Number","223","units","0","v1593158552","54.1","","..","","","0"
"2020","Drummondville, Quebec [24447]","2021A003524447","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158553","54.2","","..","","","1"
"2020","Montréal, Quebec [24462]","2021A003524462","Number of cybercrime incidents","Number","223","units","0","v116321102","14.1","2639","","","","0"
"2020","Montréal, Quebec [24462]","2021A003524462","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321103","14.2","61.0","","","","1"
"2020","Ottawa-Gatineau, Quebec part [24505]","2021A003524505","Number of cybercrime incidents","Number","223","units","0","v116321100","13.1","877","","","","0"
"2020","Ottawa-Gatineau, Quebec part [24505]","2021A003524505","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321101","13.2","253.8","","","","1"
"2020","Ontario [35]","2021A000235","Number of cybercrime incidents","Number","223","units","0","v116321112","19.1","26646","","","","0"
"2020","Ontario [35]","2021A000235","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321113","19.2","181.1","","","","1"
"2020","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Number of cybercrime incidents","Number","223","units","0","v116321130","28.1","2313","","","","0"
"2020","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321131","28.2","207.1","","","","1"
"2020","Kingston, Ontario [35521]","2021A003535521","Number of cybercrime incidents","Number","223","units","0","v116321124","25.1","435","","","","0"
"2020","Kingston, Ontario [35521]","2021A003535521","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321125","25.2","246.7","","","","1"
"2020","Belleville-Quinte West, Ontario [35522]","2021A003535522","Number of cybercrime incidents","Number","223","units","0","v1066363730","50.1","82","","","","0"
"2020","Belleville-Quinte West, Ontario [35522]","2021A003535522","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1066363731","50.2","70.5","","","","1"
"2020","Peterborough, Ontario [35529]","2021A003535529","Number of cybercrime incidents","Number","223","units","0","v116321132","29.1","298","","","","0"
"2020","Peterborough, Ontario [35529]","2021A003535529","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321133","29.2","226.9","","","","1"
"2020","Toronto, Ontario [35535]","2021A003535535","Number of cybercrime incidents","Number","223","units","0","v116321138","32.1","12117","","","","0"
"2020","Toronto, Ontario [35535]","2021A003535535","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321139","32.2","208.8","","","","1"
"2020","Hamilton, Ontario [35537]","2021A003535537","Number of cybercrime incidents","Number","223","units","0","v116321122","24.1","400","","","","0"
"2020","Hamilton, Ontario [35537]","2021A003535537","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321123","24.2","68.0","","","","1"
"2020","St. Catharines-Niagara, Ontario [35539]","2021A003535539","Number of cybercrime incidents","Number","223","units","0","v116321134","30.1","2072","","","","0"
"2020","St. Catharines-Niagara, Ontario [35539]","2021A003535539","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321135","30.2","422.5","","","","1"
"2020","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Number of cybercrime incidents","Number","223","units","0","v116321126","26.1","2518","","","","0"
"2020","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321127","26.2","414.9","","","","1"
"2020","Brantford, Ontario [35543]","2021A003535543","Number of cybercrime incidents","Number","223","units","0","v116321116","21.1","393","","","","0"
"2020","Brantford, Ontario [35543]","2021A003535543","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321117","21.2","266.9","","","","1"
"2020","Guelph, Ontario [35550]","2021A003535550","Number of cybercrime incidents","Number","223","units","0","v116321120","23.1","367","","","","0"
"2020","Guelph, Ontario [35550]","2021A003535550","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321121","23.2","247.6","","","","1"
"2020","London, Ontario [35555]","2021A003535555","Number of cybercrime incidents","Number","223","units","0","v116321128","27.1","261","","","","0"
"2020","London, Ontario [35555]","2021A003535555","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321129","27.2","46.5","","","","1"
"2020","Windsor, Ontario [35559]","2021A003535559","Number of cybercrime incidents","Number","223","units","0","v116321140","33.1","342","","","","0"
"2020","Windsor, Ontario [35559]","2021A003535559","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321141","33.2","103.8","","","","1"
"2020","Barrie, Ontario [35568]","2021A003535568","Number of cybercrime incidents","Number","223","units","0","v116321114","20.1","286","","","","0"
"2020","Barrie, Ontario [35568]","2021A003535568","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321115","20.2","109.3","","","","1"
"2020","Greater Sudbury, Ontario [35580]","2021A003535580","Number of cybercrime incidents","Number","223","units","0","v116321118","22.1","616","","","","0"
"2020","Greater Sudbury, Ontario [35580]","2021A003535580","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321119","22.2","358.2","","","","1"
"2020","Thunder Bay, Ontario [35595]","2021A003535595","Number of cybercrime incidents","Number","223","units","0","v116321136","31.1","106","","","","0"
"2020","Thunder Bay, Ontario [35595]","2021A003535595","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321137","31.2","83.0","","","","1"
"2020","Manitoba [46]","2021A000246","Number of cybercrime incidents","Number","223","units","0","v116321142","34.1","1986","","","","0"
"2020","Manitoba [46]","2021A000246","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321143","34.2","144.2","","","","1"
"2020","Winnipeg, Manitoba [46602]","2021A003546602","Number of cybercrime incidents","Number","223","units","0","v116321144","35.1","1517","","","","0"
"2020","Winnipeg, Manitoba [46602]","2021A003546602","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321145","35.2","182.2","","","","1"
"2020","Saskatchewan [47]","2021A000247","Number of cybercrime incidents","Number","223","units","0","v116321146","36.1","1473","","","","0"
"2020","Saskatchewan [47]","2021A000247","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321147","36.2","127.7","","","","1"
"2020","Regina, Saskatchewan [47705]","2021A003547705","Number of cybercrime incidents","Number","223","units","0","v116321148","37.1","162","","","","0"
"2020","Regina, Saskatchewan [47705]","2021A003547705","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321149","37.2","62.4","","","","1"
"2020","Saskatoon, Saskatchewan [47725]","2021A003547725","Number of cybercrime incidents","Number","223","units","0","v116321150","38.1","682","","","","0"
"2020","Saskatoon, Saskatchewan [47725]","2021A003547725","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321151","38.2","205.2","","","","1"
"2020","Alberta [48]","2021A000248","Number of cybercrime incidents","Number","223","units","0","v116321152","39.1","7858","","","","0"
"2020","Alberta [48]","2021A000248","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321153","39.2","178.2","","","","1"
"2020","Lethbridge, Alberta [48810]","2021A003548810","Number of cybercrime incidents","Number","223","units","0","v1066363732","51.1","433","","","","0"
"2020","Lethbridge, Alberta [48810]","2021A003548810","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1066363733","51.2","343.0","","","","1"
"2020","Calgary, Alberta [48825]","2021A003548825","Number of cybercrime incidents","Number","223","units","0","v116321154","40.1","2852","","","","0"
"2020","Calgary, Alberta [48825]","2021A003548825","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321155","40.2","186.9","","","","1"
"2020","Red Deer, Alberta [48830]","2021A003548830","Number of cybercrime incidents","Number","223","units","0","v1593158554","55.1","","..","","","0"
"2020","Red Deer, Alberta [48830]","2021A003548830","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158555","55.2","","..","","","1"
"2020","Edmonton, Alberta [48835]","2021A003548835","Number of cybercrime incidents","Number","223","units","0","v116321156","41.1","3230","","","","0"
"2020","Edmonton, Alberta [48835]","2021A003548835","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321157","41.2","220.0","","","","1"
"2020","British Columbia [59]","2021A000259","Number of cybercrime incidents","Number","223","units","0","v116321158","42.1","14768","","","","0"
"2020","British Columbia [59]","2021A000259","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321159","42.2","285.3","","","","1"
"2020","Kelowna, British Columbia [59915]","2021A003559915","Number of cybercrime incidents","Number","223","units","0","v116321162","44.1","554","","","","0"
"2020","Kelowna, British Columbia [59915]","2021A003559915","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321163","44.2","246.3","","","","1"
"2020","Kamloops, British Columbia [59925]","2021A003559925","Number of cybercrime incidents","Number","223","units","0","v1593158556","56.1","","..","","","0"
"2020","Kamloops, British Columbia [59925]","2021A003559925","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158557","56.2","","..","","","1"
"2020","Chilliwack, British Columbia [59930]","2021A003559930","Number of cybercrime incidents","Number","223","units","0","v1593158558","57.1","","..","","","0"
"2020","Chilliwack, British Columbia [59930]","2021A003559930","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158559","57.2","","..","","","1"
"2020","Abbotsford-Mission, British Columbia [59932]","2021A003559932","Number of cybercrime incidents","Number","223","units","0","v116321160","43.1","724","","","","0"
"2020","Abbotsford-Mission, British Columbia [59932]","2021A003559932","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321161","43.2","358.1","","","","1"
"2020","Vancouver, British Columbia [59933]","2021A003559933","Number of cybercrime incidents","Number","223","units","0","v116321164","45.1","8827","","","","0"
"2020","Vancouver, British Columbia [59933]","2021A003559933","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321165","45.2","320.8","","","","1"
"2020","Victoria, British Columbia [59935]","2021A003559935","Number of cybercrime incidents","Number","223","units","0","v116321166","46.1","1227","","","","0"
"2020","Victoria, British Columbia [59935]","2021A003559935","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321167","46.2","298.9","","","","1"
"2020","Nanaimo, British Columbia [59938]","2021A003559938","Number of cybercrime incidents","Number","223","units","0","v1593158560","58.1","","..","","","0"
"2020","Nanaimo, British Columbia [59938]","2021A003559938","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158561","58.2","","..","","","1"
"2020","Yukon [60]","2021A000260","Number of cybercrime incidents","Number","223","units","0","v116321168","47.1","81","","","","0"
"2020","Yukon [60]","2021A000260","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321169","47.2","192.8","","","","1"
"2020","Northwest Territories [61]","2021A000261","Number of cybercrime incidents","Number","223","units","0","v116321170","48.1","90","","","","0"
"2020","Northwest Territories [61]","2021A000261","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321171","48.2","202.2","","","","1"
"2020","Nunavut [62]","2021A000262","Number of cybercrime incidents","Number","223","units","0","v116321172","49.1","55","","","","0"
"2020","Nunavut [62]","2021A000262","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321173","49.2","139.3","","","","1"
"2020","Canadian Forces Military Police","","Number of cybercrime incidents","Number","223","units","0","v1411953027","52.1","28","","","","0"
"2020","Canadian Forces Military Police","","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1411953028","52.2","","..","","","2"
"2021","Total police-reported cybercrime","","Number of cybercrime incidents","Number","223","units","0","v116321076","1.1","71727","","","","0"
"2021","Total police-reported cybercrime","","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321077","1.2","188.1","","","","1"
"2021","Total Non-Census metropolitan area","","Number of cybercrime incidents","Number","223","units","0","v116321078","2.1","14245","","","","0"
"2021","Total Non-Census metropolitan area","","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321079","2.2","144.4","","","","1"
"2021","Total Census metropolitan area","","Number of cybercrime incidents","Number","223","units","0","v116321080","3.1","57448","","","","0"
"2021","Total Census metropolitan area","","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321081","3.2","203.3","","","","1"
"2021","Newfoundland and Labrador [10]","2021A000210","Number of cybercrime incidents","Number","223","units","0","v116321082","4.1","739","","","","0"
"2021","Newfoundland and Labrador [10]","2021A000210","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321083","4.2","140.2","","","","1"
"2021","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Number of cybercrime incidents","Number","223","units","0","v116321084","5.1","147","","","","0"
"2021","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321085","5.2","68.6","","","","1"
"2021","Prince Edward Island [11]","2021A000211","Number of cybercrime incidents","Number","223","units","0","v116321086","6.1","225","","","","0"
"2021","Prince Edward Island [11]","2021A000211","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321087","6.2","139.0","","","","1"
"2021","Nova Scotia [12]","2021A000212","Number of cybercrime incidents","Number","223","units","0","v116321088","7.1","2930","","","","0"
"2021","Nova Scotia [12]","2021A000212","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321089","7.2","293.0","","","","1"
"2021","Halifax, Nova Scotia [12205]","2021A003512205","Number of cybercrime incidents","Number","223","units","0","v116321090","8.1","1469","","","","0"
"2021","Halifax, Nova Scotia [12205]","2021A003512205","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321091","8.2","304.7","","","","1"
"2021","New Brunswick [13]","2021A000213","Number of cybercrime incidents","Number","223","units","0","v116321092","9.1","1548","","","","0"
"2021","New Brunswick [13]","2021A000213","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321093","9.2","195.7","","","","1"
"2021","Moncton, New Brunswick [13305]","2021A003513305","Number of cybercrime incidents","Number","223","units","0","v116321094","10.1","326","","","","0"
"2021","Moncton, New Brunswick [13305]","2021A003513305","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321095","10.2","190.9","","","","1"
"2021","Saint John, New Brunswick [13310]","2021A003513310","Number of cybercrime incidents","Number","223","units","0","v116321096","11.1","142","","","","0"
"2021","Saint John, New Brunswick [13310]","2021A003513310","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321097","11.2","107.0","","","","1"
"2021","Fredericton, New Brunswick [13320]","2021A003513320","Number of cybercrime incidents","Number","223","units","0","v1593158550","53.1","273","","","","0"
"2021","Fredericton, New Brunswick [13320]","2021A003513320","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158551","53.2","229.7","","","","1"
"2021","Quebec [24]","2021A000224","Number of cybercrime incidents","Number","223","units","0","v116321098","12.1","8313","","","","0"
"2021","Quebec [24]","2021A000224","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321099","12.2","97.7","","","","1"
"2021","Saguenay, Quebec [24408]","2021A003524408","Number of cybercrime incidents","Number","223","units","0","v116321106","16.1","85","","","","0"
"2021","Saguenay, Quebec [24408]","2021A003524408","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321107","16.2","50.4","","","","1"
"2021","Québec, Quebec [24421]","2021A003524421","Number of cybercrime incidents","Number","223","units","0","v116321104","15.1","1119","","","","0"
"2021","Québec, Quebec [24421]","2021A003524421","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321105","15.2","135.1","","","","1"
"2021","Sherbrooke, Quebec [24433]","2021A003524433","Number of cybercrime incidents","Number","223","units","0","v116321108","17.1","282","","","","0"
"2021","Sherbrooke, Quebec [24433]","2021A003524433","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321109","17.2","132.7","","","","1"
"2021","Trois-Rivières, Quebec [24442]","2021A003524442","Number of cybercrime incidents","Number","223","units","0","v116321110","18.1","432","","","","0"
"2021","Trois-Rivières, Quebec [24442]","2021A003524442","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321111","18.2","268.7","","","","1"
"2021","Drummondville, Quebec [24447]","2021A003524447","Number of cybercrime incidents","Number","223","units","0","v1593158552","54.1","163","","","","0"
"2021","Drummondville, Quebec [24447]","2021A003524447","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158553","54.2","149.9","","","","1"
"2021","Montréal, Quebec [24462]","2021A003524462","Number of cybercrime incidents","Number","223","units","0","v116321102","14.1","3235","","","","0"
"2021","Montréal, Quebec [24462]","2021A003524462","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321103","14.2","74.1","","","","1"
"2021","Ottawa-Gatineau, Quebec part [24505]","2021A003524505","Number of cybercrime incidents","Number","223","units","0","v116321100","13.1","956","","","","0"
"2021","Ottawa-Gatineau, Quebec part [24505]","2021A003524505","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321101","13.2","274.6","","","","1"
"2021","Ontario [35]","2021A000235","Number of cybercrime incidents","Number","223","units","0","v116321112","19.1","29136","","","","0"
"2021","Ontario [35]","2021A000235","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321113","19.2","197.0","","","","1"
"2021","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Number of cybercrime incidents","Number","223","units","0","v116321130","28.1","2736","","","","0"
"2021","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321131","28.2","232.5","","","","1"
"2021","Kingston, Ontario [35521]","2021A003535521","Number of cybercrime incidents","Number","223","units","0","v116321124","25.1","441","","","","0"
"2021","Kingston, Ontario [35521]","2021A003535521","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321125","25.2","248.1","","","","1"
"2021","Belleville-Quinte West, Ontario [35522]","2021A003535522","Number of cybercrime incidents","Number","223","units","0","v1066363730","50.1","135","","","","0"
"2021","Belleville-Quinte West, Ontario [35522]","2021A003535522","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1066363731","50.2","114.6","","","","1"
"2021","Peterborough, Ontario [35529]","2021A003535529","Number of cybercrime incidents","Number","223","units","0","v116321132","29.1","206","","","","0"
"2021","Peterborough, Ontario [35529]","2021A003535529","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321133","29.2","155.6","","","","1"
"2021","Toronto, Ontario [35535]","2021A003535535","Number of cybercrime incidents","Number","223","units","0","v116321138","32.1","11362","","","","0"
"2021","Toronto, Ontario [35535]","2021A003535535","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321139","32.2","196.9","","","","1"
"2021","Hamilton, Ontario [35537]","2021A003535537","Number of cybercrime incidents","Number","223","units","0","v116321122","24.1","723","","","","0"
"2021","Hamilton, Ontario [35537]","2021A003535537","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321123","24.2","121.7","","","","1"
"2021","St. Catharines-Niagara, Ontario [35539]","2021A003535539","Number of cybercrime incidents","Number","223","units","0","v116321134","30.1","2573","","","","0"
"2021","St. Catharines-Niagara, Ontario [35539]","2021A003535539","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321135","30.2","517.5","","","","1"
"2021","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Number of cybercrime incidents","Number","223","units","0","v116321126","26.1","3313","","","","0"
"2021","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321127","26.2","539.3","","","","1"
"2021","Brantford, Ontario [35543]","2021A003535543","Number of cybercrime incidents","Number","223","units","0","v116321116","21.1","482","","","","0"
"2021","Brantford, Ontario [35543]","2021A003535543","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321117","21.2","320.7","","","","1"
"2021","Guelph, Ontario [35550]","2021A003535550","Number of cybercrime incidents","Number","223","units","0","v116321120","23.1","389","","","","0"
